formula,T(K),k(W/mK),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Sr3Ti1.6Nb0.4O7,700,2.72,Sr3 Ti1.6 Nb0.4 O7,8,41,33,18.46666667,12.21111111,8,8,87,79,60.05,31.44166667,87,15.9994,92.90638,76.90698,40.71712933,28.83735089,15.9994,54.8,2750,2695.2,644.9333333,688.4888889,54.8,2,16,14,10.53333333,6.377777778,16,2,5,3,3.116666667,1.302777778,2,66,195,129,114.05,56.05833333,66,0.95,3.44,2.49,2.502833333,1.093361111,3.44,1,2,1,1.966666667,0.064444444,2,0,4,4,2.333333333,1.944444444,4,0,4,4,0.4,0.666666667,0,0,0,0,0,0,0,2,6,4,4.7,1.536666667,6,0,1,1,0.033333333,0.064444444,0,0,2,2,1.166666667,0.972222222,2,0,8,8,1.266666667,2.111111111,0,0,0,0,0,0,0,0,8,8,2.466666667,1.777777778,2,9.105,54.23,45.125,21.70008333,16.26495833,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,3.00E-06,5.21E-06,0,12,229,217,96.75,98.875,12
Zr0.5Hf0.5NiSn,700,3.274,Zr0.5 Hf0.5 Ni1 Sn1,28,72,44,44.66666667,12.66666667,28,44,80,36,61.83333333,12.11111111,61,58.6934,178.49,119.7966,104.0868,34.54986667,58.6934,505.08,2506,2000.92,1516.693333,674.4088889,505.08,4,14,10,9.333333333,3.555555556,10,4,6,2,4.833333333,0.555555556,4,124,175,51,146,19.33333333,124,1.3,1.96,0.66,1.728333333,0.275555556,1.91,2,2,0,2,0,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.666666667,3.111111111,8,0,14,14,2.333333333,3.888888889,0,4,18,14,11.66666667,3.666666667,10,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.333333333,3.111111111,0,0,0,0,0,0,0,2,8,6,4.666666667,2.222222222,2,10.32,33.285,22.965,22.10083333,7.853888889,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,141,225,84,186.6666667,30.44444444,141
Zr0.95Nb0.05NiSn,300,8.859,Zr0.95 Nb0.05 Ni1 Sn1,28,50,22,39.35,7.566666667,28,44,80,36,61.71666667,12.18888889,61,58.6934,118.71,60.0166,89.57050633,20.58473756,58.6934,505.08,2750,2244.92,1464.06,639.32,505.08,4,14,10,9.35,3.533333333,10,4,5,1,4.666666667,0.444444444,4,124,175,51,145.8166667,19.08888889,124,1.33,1.96,0.63,1.737833333,0.262888889,1.91,1,2,1,1.983333333,0.032777778,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.7,3.066666667,8,0,0,0,0,0,0,4,14,10,9.35,3.533333333,10,0,1,1,0.016666667,0.032777778,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.3,3.066666667,0,0,0,0,0,0,0,2,8,6,4.65,2.2,2,10.32,33.285,22.965,22.18308333,8.042158333,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,141,229,88,187.25,30.83333333,141
Ba8Ga16Ge30,1000,1.26,Ba8 Ga16 Ge30,31,56,25,35.25925926,6.145404664,32,9,79,70,67.14814815,17.22908093,79,69.723,137.327,67.604,81.35896296,16.58312209,72.64,302.91,1211.4,908.49,910.8992593,360.2899314,1211.4,2,14,12,11.92592593,2.941015089,14,4,6,2,4.296296296,0.504801097,4,120,215,95,134.6666667,23.80246914,120,0.89,2.01,1.12,1.784814815,0.265130316,2.01,2,2,0,2,0,2,0,2,2,1.407407407,0.658436214,2,0,10,10,8.518518519,2.524005487,10,0,0,0,0,0,0,2,14,12,11.92592593,2.941015089,14,0,0,0,0,0,0,0,5,5,3.703703704,1.09739369,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3.703703704,1.09739369,4,18.8575,63.59,44.7325,27.7887037,10.6077915,23.005,0,0.383,0.383,0.212777778,0.189135802,0.383,0,0,0,0,0,0,64,229,165,177.8888889,67.48971193,225
NaCo2O4,400,13.53,Na1 Co2 O4,8,27,19,13.85714286,7.510204082,8,2,87,85,66.57142857,23.34693878,87,15.9994,58.933195,42.933795,29.26482275,16.95335557,15.9994,54.8,1768,1713.2,589.4385714,673.4636735,54.8,1,16,15,11.85714286,4.734693878,16,2,4,2,2.714285714,0.816326531,2,66,166,100,97.42857143,35.91836735,66,0.93,3.44,2.51,2.635714286,0.919183673,3.44,1,2,1,1.857142857,0.244897959,2,0,4,4,2.285714286,1.959183673,4,0,7,7,2,2.857142857,0,0,0,0,0,0,0,1,9,8,6.142857143,1.632653061,6,0,1,1,0.142857143,0.244897959,0,0,2,2,1.142857143,0.979591837,2,0,3,3,0.857142857,1.224489796,0,0,0,0,0,0,0,1,3,2,2.142857143,0.489795918,2,9.105,29.24333333,20.13833333,12.30761905,4.83877551,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.442420343,0.632029061,0,12,229,217,95,94.85714286,12
Ba8Ga16Ge30,300,2,Ba8 Ga16 Ge30,31,56,25,35.25925926,6.145404664,32,9,79,70,67.14814815,17.22908093,79,69.723,137.327,67.604,81.35896296,16.58312209,72.64,302.91,1211.4,908.49,910.8992593,360.2899314,1211.4,2,14,12,11.92592593,2.941015089,14,4,6,2,4.296296296,0.504801097,4,120,215,95,134.6666667,23.80246914,120,0.89,2.01,1.12,1.784814815,0.265130316,2.01,2,2,0,2,0,2,0,2,2,1.407407407,0.658436214,2,0,10,10,8.518518519,2.524005487,10,0,0,0,0,0,0,2,14,12,11.92592593,2.941015089,14,0,0,0,0,0,0,0,5,5,3.703703704,1.09739369,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3.703703704,1.09739369,4,18.8575,63.59,44.7325,27.7887037,10.6077915,23.005,0,0.383,0.383,0.212777778,0.189135802,0.383,0,0,0,0,0,0,64,229,165,177.8888889,67.48971193,225
Mg2Si0.997Bi0.003,400,4.76,Mg2 Si0.997 Bi0.003,12,83,71,12.73566667,0.980888889,12,68,86,18,71.34133333,4.455111111,68,24.305,208.9804,184.6754,25.74606157,1.921415422,24.305,544.4,1687,1142.6,1176.524067,339.296337,923,2,15,13,6.001,5.334666667,2,3,6,3,3.003,0.005994,3,111,148,37,131.037,13.317926,141,1.31,2.02,0.71,1.506786667,0.262382222,1.31,2,2,0,2,0,2,0,3,3,0.667666667,0.890222222,0,0,10,10,0.01,0.01998,0,0,14,14,0.014,0.027972,0,2,29,27,2.691666667,0.922222222,2,0,0,0,0,0,0,0,4,4,1.332333333,1.776444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.332333333,1.776444444,0,20.44,32.95,12.51,22.08584333,1.093937202,22.89,0,0.773,0.773,0.256893667,0.343038676,0,0,0,0,0,0,0,12,227,215,204.785,14.76557,194
TiNiSn,1000,6.442,Ti1 Ni1 Sn1,22,50,28,33.33333333,11.11111111,22,43,80,37,61.33333333,12.44444444,43,47.867,118.71,70.843,75.09013333,29.07991111,47.867,505.08,1941,1435.92,1391.36,590.8533333,505.08,4,14,10,9.333333333,3.555555556,4,4,5,1,4.333333333,0.444444444,4,124,160,36,141,12.66666667,124,1.54,1.96,0.42,1.803333333,0.175555556,1.54,2,2,0,2,0,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.666666667,3.111111111,2,0,0,0,0,0,0,4,14,10,9.333333333,3.555555556,4,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.333333333,3.111111111,0,0,0,0,0,0,0,2,8,6,4.666666667,2.222222222,2,10.32,33.285,22.965,20.09833333,8.791111111,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.198472411,0.264614859,0,141,225,84,186.6666667,30.44444444,141
Ag9TlTe5,400,0.21,Ag9 Tl1 Te5,47,81,34,50.93333333,4.72,47,65,90,25,74.06666667,10.88,65,107.8682,204.3833,96.5151,120.8798067,15.613928,107.8682,577,1234.93,657.93,1020.311333,257.5424,1234.93,11,16,5,12.8,2.16,11,5,6,1,5.066666667,0.124444444,5,138,145,7,142.6666667,3.111111111,145,1.62,2.1,0.48,1.966,0.089333333,1.93,1,2,1,1.4,0.48,1,0,4,4,1.4,1.733333333,0,10,10,0,10,0,10,0,14,14,0.933333333,1.742222222,0,11,27,16,13.73333333,3.28,11,0,1,1,0.6,0.48,1,0,5,5,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.6,0.72,1,16.33,34.76333333,18.43333333,23.17977778,8.219733333,16.33,0,0.464,0.464,0.154666667,0.206222222,0,0,0,0,0,0,0,152,225,73,198.6,31.68,225
Ca2Co2O5,400,2.35,Ca2 Co2 O5,8,27,19,14.88888889,7.654320988,8,7,87,80,62.77777778,26.91358025,87,15.9994,58.933195,42.933795,30.89104333,16.54627037,15.9994,54.8,1768,1713.2,671.1111111,684.7901235,54.8,2,16,14,11.33333333,5.185185185,16,2,4,2,2.888888889,0.987654321,2,66,176,110,103.7777778,41.97530864,66,1,3.44,2.44,2.551111111,0.987654321,3.44,2,2,0,2,0,2,0,4,4,2.222222222,1.975308642,4,0,7,7,1.555555556,2.419753086,0,0,0,0,0,0,0,2,9,7,5.777777778,1.679012346,6,0,0,0,0,0,0,0,2,2,1.111111111,0.987654321,2,0,3,3,0.666666667,1.037037037,0,0,0,0,0,0,0,0,3,3,1.777777778,0.790123457,2,9.105,37.77,28.665,15.72833333,9.796296296,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.344104711,0.535273995,0,12,225,213,99.77777778,97.5308642,12
Sr0.61Ba0.39Nb2O6,700,2.172,Sr0.61 Ba0.39 Nb2 O6,8,56,48,19.44666667,15.26222222,8,8,87,79,69.37666667,23.49777778,87,15.9994,137.327,121.3276,43.20165444,36.26967259,15.9994,54.8,2750,2695.2,762.1444444,943.1259259,54.8,2,16,14,12,5.333333333,16,2,6,4,3.043333333,1.391111111,2,66,215,149,102.9777778,49.3037037,66,0.89,3.44,2.55,2.751844444,0.917540741,3.44,1,2,1,1.777777778,0.345679012,2,0,4,4,2.666666667,1.777777778,4,0,4,4,0.888888889,1.382716049,0,0,0,0,0,0,0,2,6,4,5.333333333,0.888888889,6,0,1,1,0.222222222,0.345679012,0,0,2,2,1.333333333,0.888888889,2,0,6,6,1.333333333,2.074074074,0,0,0,0,0,0,0,0,7,7,2.888888889,1.827160494,2,9.105,63.59,54.485,16.54115556,9.914874074,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,84.06222222,96.08296296,12
In1.94Ge0.06O3,700,3.9,In1.94 Ge0.06 O3,8,49,41,24.196,19.4352,8,75,87,12,82.248,5.7024,87,15.9994,114.818,98.8186,55.020704,46.8255648,15.9994,54.8,1211.4,1156.6,214.1598,191.23176,54.8,13,16,3,14.812,1.4256,16,2,5,3,3.188,1.4256,2,66,142,76,96.136,36.1632,66,1.78,3.44,1.66,2.77876,0.793488,3.44,2,2,0,2,0,2,1,4,3,2.812,1.4256,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,8.812,3.3744,6,0,0,0,0,0,0,2,5,3,3.188,1.4256,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.188,1.4256,2,9.105,24.26,15.155,15.15194,7.256328,9.105,0,0.383,0.383,0.004596,0.009081696,0,0,0,0,0,0,0,12,225,213,63.832,62.1984,12
Pb0.94Sr0.04TeNa0.02,300,2.85,Pb0.94 Sr0.04 Te1 Na0.02,11,82,71,65.41,15.5946,52,2,90,88,83.25,6.75,90,22.98976928,207.2,184.2102307,163.1662977,41.39168017,127.6,370.87,1050,679.13,668.3254,69.601584,722.66,1,16,15,14.63,1.37,16,3,6,3,5.45,0.517,5,138,195,57,143.18,5.18,138,0.93,2.33,1.4,2.1734,0.147204,2.1,1,2,1,1.99,0.0198,2,0,4,4,2.94,1.06,4,0,10,10,9.7,0.582,10,0,14,14,6.58,6.9748,0,1,28,27,21.21,6.3826,16,0,1,1,0.01,0.0198,0,0,4,4,2.88,1.0528,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.89,1.0434,2,28.11,54.23,26.12,31.9704,3.683317333,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,152,229,77,188.54,36.54,152
In0.25Co4Sb12,400,2.265,In0.25 Co4 Sb12,27,51,24,45.06153846,8.89183432,51,58,85,27,78.2,10.04307692,85,58.933195,121.76,62.826805,106.1881403,23.26397307,121.76,429.75,1768,1338.25,1109.218308,324.3232947,903.78,9,15,6,13.49230769,2.226745562,15,4,5,1,4.753846154,0.37112426,5,126,142,16,135.8461538,4.847337278,139,1.78,2.05,0.27,2.004,0.067938462,2.05,2,2,0,2,0,2,0,3,3,2.230769231,1.136094675,3,7,10,3,9.261538462,1.113372781,10,0,0,0,0,0,0,9,15,6,13.49230769,2.226745562,15,0,0,0,0,0,0,0,5,5,2.292307692,1.12852071,3,0,3,3,0.738461538,1.113372781,0,0,0,0,0,0,0,3,5,2,3.030769231,0.060591716,3,10.245,31.56,21.315,26.20092308,7.914944379,31.56,0,0,0,0,0,0,0,1.5484712,1.5484712,0.381162142,0.574675229,0,139,194,55,172.4769231,10.59597633,166
Ca0.96Bi0.04Mn0.96Nb0.04O3,300,2.268,Ca0.96 Bi0.04 Mn0.96 Nb0.04 O3,8,83,75,14.432,7.7184,8,7,87,80,64.592,27.232128,87,15.9994,208.9804,192.981,30.25781488,17.11009786,15.9994,54.8,2750,2695.2,564.9632,612.5248512,54.8,2,16,14,11.488,5.470592,16,2,6,4,2.824,0.9888,2,66,176,110,102.576,43.8912,66,1,3.44,2.44,2.58256,1.028928,3.44,1,2,1,1.992,0.015872,2,0,4,4,2.424,1.900416,4,0,10,10,1.072,1.698048,0,0,14,14,0.112,0.222208,0,2,29,27,5.6,1.392,6,0,1,1,0.008,0.015872,0,0,3,3,1.224,0.959616,2,0,6,6,1.008,1.6128,0,0,0,0,0,0,0,0,7,7,2.24,1.14816,2,9.105,37.77,28.665,15.13749655,9.024561434,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,5.95E-05,9.62E-05,0,12,229,217,93.992,99.702272,12
WO2.9,700,3.473,W1 O2.9,8,74,66,24.92307692,25.16765286,8,51,87,36,77.76923077,13.72781065,87,15.9994,183.84,167.8406,59.03545128,64.00233268,15.9994,54.8,3695,3640.2,988.1846154,1388.110454,54.8,6,16,10,13.43589744,3.813280736,16,2,6,4,3.025641026,1.525312295,2,66,162,96,90.61538462,36.60749507,66,2.36,3.44,1.08,3.163076923,0.41183432,3.44,2,2,0,2,0,2,0,4,4,2.974358974,1.525312295,4,0,4,4,1.025641026,1.525312295,0,0,14,14,3.58974359,5.338593031,0,6,20,14,9.58974359,5.338593031,6,0,0,0,0,0,0,0,2,2,1.487179487,0.762656147,2,0,6,6,1.538461538,2.287968442,0,0,0,0,0,0,0,2,6,4,3.025641026,1.525312295,2,9.105,16.05,6.945,10.88576923,2.648323471,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,67.64102564,82.74819198,12
Ca0.98Bi0.02Mn0.98Nb0.02O3,400,2.275,Ca0.98 Bi0.02 Mn0.98 Nb0.02 O3,8,83,75,14.116,7.3392,8,7,87,80,64.296,27.418432,87,15.9994,208.9804,192.981,29.43033194,16.11711833,15.9994,54.8,2750,2695.2,562.3216,609.1692928,54.8,2,16,14,11.444,5.495648,16,2,6,4,2.812,0.9744,2,66,176,110,102.588,43.9056,66,1,3.44,2.44,2.57828,1.034064,3.44,1,2,1,1.996,0.007968,2,0,4,4,2.412,1.910304,4,0,10,10,1.036,1.649312,0,0,14,14,0.056,0.111552,0,2,29,27,5.5,1.376,6,0,1,1,0.004,0.007968,0,0,3,3,1.212,0.959904,2,0,6,6,1.004,1.6064,0,0,0,0,0,0,0,0,7,7,2.22,1.13424,2,9.105,37.77,28.665,15.1260069,9.043469186,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.08E-05,9.77E-05,0,12,229,217,94.796,100.017568,12
Zr0.5Hf0.5NiSn1.998Sb0.002,400,2.713,Zr0.5 Hf0.5 Ni1 Sn1.998 Sb0.002,28,72,44,46.0005,10.500375,50,44,85,41,66.3775,13.6275,80,58.6934,178.49,119.7966,107.744125,28.65539375,118.71,505.08,2506,2000.92,1263.98935,758.51065,505.08,4,15,11,10.5005,3.5005,14,4,6,2,4.875,0.4375,5,124,175,51,144.25,15.375,139,1.3,2.05,0.75,1.786295,0.2356475,1.96,2,2,0,2,0,2,0,3,3,1.0005,1.0005,2,2,10,8,7.5,2.75,10,0,14,14,1.75,3.0625,0,4,18,14,12.2505,3.187875,14,0,0,0,0,0,0,0,4,4,1.9995,1.9995,4,0,8,8,2.5,2.75,0,0,0,0,0,0,0,2,8,6,4.4995,1.75025,4,10.32,33.285,22.965,24.8960125,8.3872625,33.285,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,141,225,84,175.2625,34.2375,141
CeFe3.5Co0.5Sb14,700,2.49,Ce1 Fe3.5 Co0.5 Sb14,26,58,32,46.13157895,8.423822715,51,15,85,70,75.07894737,14.62049861,85,55.845,140.116,84.271,108.9305314,22.18926614,121.76,903.78,1811,907.22,1102.443158,296.0765651,903.78,3,15,12,12.92105263,3.063711911,15,4,6,2,4.842105263,0.354570637,5,126,204,78,140.7894737,6.653739612,139,1.12,2.05,0.93,1.956052632,0.138448753,2.05,2,2,0,2,0,2,0,3,3,2.210526316,1.163434903,3,1,10,9,8.710526316,1.900277008,10,0,1,1,0.052631579,0.099722992,0,4,15,11,12.97368421,2.986149584,15,0,0,0,0,0,0,0,3,3,2.210526316,1.163434903,3,0,9,9,1.289473684,1.900277008,0,0,13,13,0.684210526,1.296398892,0,3,22,19,4.184210526,1.87534626,3,10.245,37.24,26.995,27.46092105,7.070124654,31.56,0,0,0,0,0,0,0,2.1106628,2.1106628,0.429555547,0.678245601,0,166,229,63,179.8157895,20.3601108,166
SrTi0.8Nb0.2O3,700,4.92,Sr1 Ti0.8 Nb0.2 O3,8,41,33,17.56,11.472,8,8,87,79,62.56,29.328,87,15.9994,92.90638,76.90698,38.4986152,26.99905824,15.9994,54.8,2750,2695.2,663.44,730.368,54.8,2,16,14,10.84,6.192,16,2,5,3,3.04,1.248,2,66,195,129,110.76,53.712,66,0.95,3.44,2.49,2.5644,1.05072,3.44,1,2,1,1.96,0.0768,2,0,4,4,2.4,1.92,4,0,4,4,0.48,0.768,0,0,0,0,0,0,0,2,6,4,4.84,1.4048,6,0,1,1,0.04,0.0768,0,0,2,2,1.2,0.96,2,0,8,8,1.52,2.432,0,0,0,0,0,0,0,0,8,8,2.76,2.016,2,9.105,54.23,45.125,19.7066,13.80936,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,3.61E-06,6.06E-06,0,12,229,217,92.4,96.48,12
NaCo2O4,700,2.093,Na1 Co2 O4,8,27,19,13.85714286,7.510204082,8,2,87,85,66.57142857,23.34693878,87,15.9994,58.933195,42.933795,29.26482275,16.95335557,15.9994,54.8,1768,1713.2,589.4385714,673.4636735,54.8,1,16,15,11.85714286,4.734693878,16,2,4,2,2.714285714,0.816326531,2,66,166,100,97.42857143,35.91836735,66,0.93,3.44,2.51,2.635714286,0.919183673,3.44,1,2,1,1.857142857,0.244897959,2,0,4,4,2.285714286,1.959183673,4,0,7,7,2,2.857142857,0,0,0,0,0,0,0,1,9,8,6.142857143,1.632653061,6,0,1,1,0.142857143,0.244897959,0,0,2,2,1.142857143,0.979591837,2,0,3,3,0.857142857,1.224489796,0,0,0,0,0,0,0,1,3,2,2.142857143,0.489795918,2,9.105,29.24333333,20.13833333,12.30761905,4.83877551,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.442420343,0.632029061,0,12,229,217,95,94.85714286,12
CuCrO2,700,4.884,Cu1 Cr1 O2,8,29,21,17.25,9.25,8,49,87,38,71.75,15.25,87,15.9994,63.546,47.5466,36.885225,20.885825,15.9994,54.8,2180,2125.2,911.8425,857.0425,54.8,6,16,10,12.25,3.75,16,2,4,2,3,1,2,66,139,73,100.75,34.75,66,1.66,3.44,1.78,2.61,0.83,3.44,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,10,10,3.75,3.75,0,0,0,0,0,0,0,6,11,5,7.25,1.875,6,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.75,1.625,2,9.105,11.19,2.085,10.1175,1.0125,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,119.5,107.5,12
Zr0.5Hf0.5NiSn,700,3.113,Zr0.5 Hf0.5 Ni1 Sn1,28,72,44,44.66666667,12.66666667,28,44,80,36,61.83333333,12.11111111,61,58.6934,178.49,119.7966,104.0868,34.54986667,58.6934,505.08,2506,2000.92,1516.693333,674.4088889,505.08,4,14,10,9.333333333,3.555555556,10,4,6,2,4.833333333,0.555555556,4,124,175,51,146,19.33333333,124,1.3,1.96,0.66,1.728333333,0.275555556,1.91,2,2,0,2,0,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.666666667,3.111111111,8,0,14,14,2.333333333,3.888888889,0,4,18,14,11.66666667,3.666666667,10,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.333333333,3.111111111,0,0,0,0,0,0,0,2,8,6,4.666666667,2.222222222,2,10.32,33.285,22.965,22.10083333,7.853888889,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,141,225,84,186.6666667,30.44444444,141
La2.74Te4,1000,0.893,La2.74 Te4,52,57,5,54.03264095,2.412630207,52,13,90,77,58.69732938,37.15450519,90,127.6,138.90547,11.30547,132.1959923,5.455183686,127.6,722.66,1193,470.34,913.8664688,226.9512983,722.66,3,16,13,10.71513353,6.272838539,16,5,6,1,5.40652819,0.482526041,5,138,207,69,166.0504451,33.29429686,138,1.1,2.1,1,1.69347181,0.482526041,2.1,2,2,0,2,0,2,0,4,4,2.37388724,1.930104166,4,1,10,9,6.341246291,4.342734373,10,0,0,0,0,0,0,3,16,13,10.71513353,6.272838539,16,0,0,0,0,0,0,0,2,2,1.18694362,0.965052083,2,0,9,9,3.658753709,4.342734373,0,0,0,0,0,0,0,2,9,7,4.845697329,3.37768229,2,34.76333333,36.8975,2.134166667,35.63093225,1.029790993,34.76333333,0,0.464,0.464,0.27537092,0.223892083,0.464,0,0,0,0,0,0,152,194,42,169.074184,20.26609374,152
Bi1.2S1.2Ti2S4,400,2.41,Bi1.2 S5.2 Ti2,16,83,67,27,16,16,43,88,45,77,16.19047619,88,32.065,208.9804,176.9154,61.10100952,42.25125442,32.065,388.36,1941,1552.64,780.327619,552.7011338,388.36,4,16,12,13,4.285714286,16,3,6,3,3.666666667,0.825396825,3,105,160,55,124.2380952,23.8185941,105,1.54,2.58,1.04,2.252380952,0.405623583,2.58,2,2,0,2,0,2,0,4,4,2.904761905,1.383219955,4,0,10,10,1.904761905,2.358276644,0,0,14,14,2,3.428571429,0,4,29,25,8.80952381,5.768707483,6,0,0,0,0,0,0,0,3,3,1.666666667,0.793650794,2,0,8,8,1.904761905,2.902494331,0,0,0,0,0,0,0,2,8,6,3.571428571,2.108843537,2,16.69,32.95,16.26,24.64425595,3.78774093,25.786875,0,2.202,2.202,1.363142857,1.038585034,2.202,0,2.25E-05,2.25E-05,5.37E-06,8.18E-06,0,12,194,182,91.23809524,48.93424036,70
